Customer_Id,Gender,Age,Married,State,Number_of_referrals,Tenure in months,Value deal,Phone service,Multiple_lines,Internet service,Internet type,Online security,Online backup,Device protection plan,Premium support,Streaming TV,Streaming movies,Streaming music,Unlimited data,Contract,Paperless billing,Payment method,Monthly charge,Total charges,Total refunds,Total extra data charges,Total long distance charges,Total revenue,Customer status,Churn category,Churn reason
CUSTJ0248,Female,33,Yes,Illinois,4,13,No,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,119.57,4281.74,24.73,28.61,104.91,4390.53,Joined,,
CUSTJ0249,Male,36,No,Illinois,3,72,No,No,No phone service,No,No,No,Yes,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,65.49,6157.92,193.47,6.08,128.06,6098.59,Joined,,
CUSTJ0250,Male,40,No,Illinois,3,69,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,54.63,5394.88,46.53,13.41,229.54,5591.3,Joined,,
CUSTJ0251,Male,57,Yes,Florida,0,24,No,No,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,67.52,1895.28,83.91,128.23,213.38,2152.98,Joined,,
CUSTJ0252,Female,20,No,Florida,4,41,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card,62.57,7281.5,105.37,58.0,76.42,7310.55,Joined,,
CUSTJ0253,Female,53,Yes,Illinois,5,49,Yes,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,95.89,3489.88,167.57,39.24,86.38,3447.93,Joined,,
CUSTJ0254,Female,34,No,California,3,49,No,No,Yes,No,Cable,No,No,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer,41.58,6326.22,179.18,44.52,217.22,6408.78,Joined,,
CUSTJ0255,Male,21,Yes,California,2,43,Yes,No,Yes,Yes,Cable,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,47.45,5455.94,138.66,69.97,296.56,5683.81,Joined,,
CUSTJ0256,Female,54,Yes,Florida,4,13,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer,26.48,4501.39,80.37,57.47,181.61,4660.1,Joined,,
CUSTJ0257,Female,49,Yes,Florida,1,23,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,80.1,378.14,41.65,5.31,18.28,360.08,Joined,,
CUSTJ0258,Female,69,Yes,Texas,3,54,Yes,Yes,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card,92.2,2041.79,72.64,121.82,238.33,2329.3,Joined,,
CUSTJ0259,Female,52,No,Texas,0,42,Yes,Yes,No phone service,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,23.55,4895.77,74.43,113.57,68.77,5003.68,Joined,,
CUSTJ0260,Female,61,No,Illinois,1,23,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,48.02,7190.54,31.26,0.02,84.38,7243.68,Joined,,
CUSTJ0261,Male,74,No,Florida,0,12,No,No,No phone service,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,116.09,4619.34,23.67,50.03,209.97,4855.67,Joined,,
CUSTJ0262,Female,55,Yes,Texas,2,9,No,Yes,No phone service,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card,101.26,8891.4,64.02,100.35,53.19,8980.92,Joined,,
CUSTJ0263,Male,33,Yes,Florida,3,8,No,Yes,Yes,No,Cable,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,74.23,1909.27,148.54,144.2,175.34,2080.27,Joined,,
CUSTJ0264,Male,18,No,California,2,33,No,Yes,No,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,51.26,1440.08,121.91,12.63,218.78,1549.58,Joined,,
CUSTJ0265,Male,52,Yes,Illinois,5,50,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,68.65,2114.89,118.05,58.07,166.79,2221.7,Joined,,
CUSTJ0266,Male,20,No,California,2,60,Yes,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card,41.91,1242.0,173.15,50.36,160.12,1279.33,Joined,,
CUSTJ0267,Male,23,Yes,Illinois,4,45,Yes,No,No phone service,No,Cable,No,Yes,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,30.92,3784.06,146.52,88.1,248.68,3974.32,Joined,,
CUSTJ0268,Male,74,No,Texas,4,30,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,75.67,3210.9,71.93,56.35,114.38,3309.7,Joined,,
CUSTJ0269,Female,45,No,Illinois,1,53,Yes,No,No,No,Cable,No,Yes,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,2195.56,124.06,4.14,48.13,2123.77,Joined,,
CUSTJ0270,Female,60,Yes,Illinois,5,40,Yes,No,Yes,No,Cable,No,Yes,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,51.05,4121.88,122.46,6.74,66.25,4072.41,Joined,,
CUSTJ0271,Female,31,Yes,Illinois,0,46,Yes,Yes,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,28.54,2277.93,163.27,27.03,205.63,2347.32,Joined,,
CUSTJ0272,Male,40,Yes,Illinois,3,50,Yes,Yes,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,63.51,2791.91,195.33,21.77,72.58,2690.93,Joined,,
CUSTJ0273,Female,66,Yes,Florida,2,56,Yes,No,No,No,Cable,Yes,Yes,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,84.28,1605.75,150.7,2.58,235.61,1693.24,Joined,,
CUSTJ0274,Female,44,No,Florida,1,59,No,No,No phone service,No,No,No,Yes,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,47.18,855.72,19.54,3.12,219.61,1058.91,Joined,,
CUSTJ0275,Male,30,No,Florida,5,13,No,Yes,No,No,DSL,No,No,No,No,No,Yes,No,Yes,Two year,No,Credit card,113.8,4464.64,15.56,33.03,298.08,4780.19,Joined,,
CUSTJ0276,Female,78,No,California,1,19,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,41.69,3805.4,5.76,86.98,290.3,4176.92,Joined,,
CUSTJ0277,Female,73,No,Illinois,3,27,Yes,Yes,No phone service,No,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card,40.2,6213.67,59.41,75.19,44.95,6274.4,Joined,,
CUSTJ0278,Female,28,No,Texas,4,18,No,Yes,No phone service,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,24.89,2380.84,100.42,89.26,85.97,2455.65,Joined,,
CUSTJ0279,Male,49,No,California,4,69,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,27.91,2860.31,16.99,26.03,231.31,3100.66,Joined,,
CUSTJ0280,Female,76,Yes,California,2,71,Yes,No,No phone service,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,119.54,6070.39,126.18,134.45,34.87,6113.53,Joined,,
CUSTJ0281,Female,77,No,California,2,53,Yes,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,56.85,1485.27,120.26,44.94,28.69,1438.64,Joined,,
CUSTJ0282,Female,23,Yes,Illinois,2,49,Yes,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card,90.96,7983.27,176.08,133.01,96.95,8037.15,Joined,,
CUSTJ0283,Female,25,No,Florida,1,55,No,No,No phone service,No,Cable,No,Yes,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer,68.11,4544.37,134.46,47.9,197.84,4655.65,Joined,,
CUSTJ0284,Male,71,No,California,0,54,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer,81.66,3620.23,33.55,80.47,212.71,3879.86,Joined,,
CUSTJ0285,Female,66,No,New York,5,6,No,No,No phone service,No,No,No,Yes,No,No,Yes,No,Yes,No,Two year,No,Electronic check,116.26,2405.31,61.76,127.83,201.04,2672.42,Joined,,
CUSTJ0286,Female,34,No,Texas,5,19,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,43.25,2764.78,134.56,66.81,58.04,2755.07,Joined,,
CUSTJ0287,Female,45,Yes,California,2,14,Yes,No,No,No,Cable,No,No,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,85.12,3235.78,41.14,60.45,286.12,3541.21,Joined,,
CUSTJ0288,Male,31,No,New York,1,19,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,33.57,3929.79,110.63,79.82,46.87,3945.85,Joined,,
CUSTJ0289,Male,53,Yes,Illinois,3,2,No,No,Yes,Yes,DSL,Yes,No,Yes,No,No,No,No,No,Two year,No,Mailed check,79.9,5140.26,25.83,63.56,193.37,5371.36,Joined,,
CUSTJ0290,Male,32,No,New York,1,54,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,33.76,6960.16,66.13,59.47,263.09,7216.59,Joined,,
CUSTJ0291,Female,36,No,Texas,4,68,Yes,No,No phone service,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Two year,No,Electronic check,56.25,2823.0,160.35,133.2,49.77,2845.62,Joined,,
CUSTJ0292,Female,21,No,New York,4,24,No,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.02,5557.17,22.21,3.18,58.63,5596.77,Joined,,
CUSTJ0293,Male,30,Yes,New York,2,12,Yes,Yes,No,No,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,70.01,3015.47,193.12,14.4,267.25,3104.0,Joined,,
CUSTJ0294,Male,69,Yes,Florida,1,53,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer,65.84,5310.68,104.85,141.07,189.36,5536.26,Joined,,
CUSTJ0295,Female,66,No,Florida,0,53,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card,106.87,1224.35,139.13,17.67,253.28,1356.17,Joined,,
CUSTJ0296,Female,78,Yes,New York,3,45,Yes,No,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,57.34,3894.25,74.26,54.36,123.2,3997.55,Joined,,
CUSTJ0297,Female,64,Yes,New York,5,6,No,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,106.12,681.62,141.71,3.42,280.1,823.43,Joined,,
CUSTJ0298,Female,32,No,California,4,18,No,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,No,One year,No,Credit card,37.54,3232.83,191.09,9.09,244.51,3295.34,Joined,,
CUSTJ0299,Male,75,No,Texas,1,62,No,Yes,No phone service,Yes,Cable,Yes,Yes,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,56.68,7182.82,184.53,136.55,278.43,7413.27,Joined,,
CUSTJ0300,Male,38,Yes,Florida,2,37,No,Yes,No phone service,No,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card,111.43,5852.68,107.09,76.13,236.12,6057.84,Joined,,
CUSTJ0301,Male,74,Yes,California,2,60,Yes,No,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,77.85,244.13,84.45,2.62,228.16,390.46,Joined,,
CUSTJ0302,Male,20,No,California,3,53,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card,63.14,3179.59,152.27,58.15,153.66,3239.13,Joined,,
CUSTJ0303,Male,42,No,Illinois,2,70,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,93.27,6559.38,129.64,87.22,75.27,6592.23,Joined,,
CUSTJ0304,Female,57,Yes,New York,5,10,No,Yes,No phone service,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer,63.81,1005.93,144.57,20.72,252.47,1134.55,Joined,,
CUSTJ0305,Male,55,No,Illinois,4,16,No,Yes,No,No,Cable,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,33.34,3992.67,191.67,3.58,98.84,3903.42,Joined,,
CUSTJ0306,Female,36,Yes,Illinois,0,23,No,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,83.35,2808.52,80.71,111.15,225.48,3064.44,Joined,,
CUSTJ0307,Female,44,Yes,Illinois,2,33,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,One year,No,Credit card,27.11,8235.74,33.55,114.99,193.39,8510.57,Joined,,
CUSTJ0308,Male,45,No,Florida,3,64,No,No,No,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,96.58,3085.21,182.31,15.83,251.35,3170.08,Joined,,
CUSTJ0309,Male,36,Yes,New York,1,52,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card,40.19,3687.76,36.37,1.91,243.61,3896.91,Joined,,
CUSTJ0310,Female,60,No,New York,4,39,No,Yes,No,No,Cable,Yes,Yes,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card,91.99,1932.07,110.16,149.3,254.99,2226.2,Joined,,
CUSTJ0311,Female,52,Yes,Illinois,1,18,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,No,One year,Yes,Credit card,50.29,5446.08,61.39,40.36,64.6,5489.65,Joined,,
CUSTJ0312,Female,69,Yes,New York,4,37,Yes,No,No phone service,No,Cable,No,No,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,96.35,1570.02,193.9,147.73,123.2,1647.05,Joined,,
CUSTJ0313,Male,37,No,Texas,0,70,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,43.75,3120.76,41.1,46.61,200.94,3327.21,Joined,,
CUSTJ0314,Male,65,No,Texas,0,28,No,Yes,Yes,No,DSL,Yes,No,Yes,No,No,Yes,No,No,Two year,No,Bank transfer,105.25,8280.11,18.1,113.53,233.2,8608.74,Joined,,
CUSTJ0315,Female,42,No,Florida,1,68,Yes,Yes,No,Yes,Cable,No,No,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,73.56,2982.03,129.34,44.13,43.72,2940.54,Joined,,
CUSTJ0316,Male,30,Yes,Illinois,3,70,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,104.15,4802.19,23.79,140.67,109.72,5028.79,Joined,,
CUSTJ0317,Male,63,Yes,Illinois,0,57,Yes,No,No,Yes,Cable,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,87.04,3862.98,123.04,47.14,275.74,4062.82,Joined,,
CUSTJ0318,Male,61,No,Florida,5,43,No,No,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Yes,No,Two year,No,Electronic check,27.97,2160.09,192.81,25.85,201.23,2194.36,Joined,,
CUSTJ0319,Male,61,No,Illinois,4,12,No,Yes,No,No,Cable,Yes,Yes,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card,98.9,2148.36,152.02,75.58,10.1,2082.02,Joined,,
CUSTJ0320,Male,32,No,Illinois,0,60,No,No,No,Yes,Cable,Yes,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,49.99,2297.56,129.43,115.1,257.5,2540.73,Joined,,
CUSTJ0321,Male,29,Yes,California,5,34,No,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,One year,No,Bank transfer,69.31,1880.92,90.33,52.31,253.23,2096.13,Joined,,
CUSTJ0322,Male,64,No,California,1,11,Yes,Yes,No phone service,Yes,Cable,Yes,No,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,86.12,8551.27,140.22,9.03,282.61,8702.69,Joined,,
CUSTJ0323,Male,48,Yes,Illinois,2,29,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,One year,Yes,Credit card,98.33,5796.03,193.12,54.53,271.2,5928.64,Joined,,
CUSTJ0324,Male,52,Yes,California,2,14,Yes,Yes,No phone service,No,DSL,No,Yes,No,No,No,No,No,No,One year,Yes,Mailed check,45.37,7299.79,50.11,121.22,258.5,7629.4,Joined,,
CUSTJ0325,Male,71,No,Illinois,3,43,No,Yes,No phone service,No,No,No,Yes,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,88.38,6904.03,186.54,80.03,253.45,7050.97,Joined,,
CUSTJ0326,Female,25,Yes,Illinois,3,12,Yes,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,No,No,Yes,One year,No,Credit card,24.72,6091.09,182.36,122.19,244.51,6275.43,Joined,,
CUSTJ0327,Male,29,Yes,New York,1,10,No,Yes,No phone service,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,85.74,1044.41,138.81,86.15,156.96,1148.71,Joined,,
CUSTJ0328,Male,26,No,New York,1,26,Yes,No,No phone service,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,117.12,1509.96,160.52,148.05,176.97,1674.46,Joined,,
CUSTJ0329,Male,62,No,Florida,4,64,No,Yes,No phone service,No,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card,32.99,2413.9,183.27,3.02,257.74,2491.39,Joined,,
CUSTJ0330,Male,79,No,Texas,4,55,Yes,Yes,No phone service,Yes,DSL,No,No,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,39.08,7731.99,14.86,18.61,235.24,7970.98,Joined,,
CUSTJ0331,Female,51,Yes,California,0,26,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Two year,Yes,Mailed check,74.09,984.08,11.46,40.98,4.17,1017.77,Joined,,
CUSTJ0332,Male,75,No,Texas,5,4,Yes,Yes,No phone service,No,DSL,No,No,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,76.33,2857.47,189.71,7.31,131.22,2806.29,Joined,,
CUSTJ0333,Male,20,No,New York,0,4,No,Yes,No phone service,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,87.88,6263.16,104.98,53.33,49.37,6260.88,Joined,,
CUSTJ0334,Female,44,No,California,3,44,Yes,No,No phone service,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,No,Month-to-month,No,Credit card,79.61,2919.84,0.28,107.21,252.68,3279.45,Joined,,
CUSTJ0335,Male,41,Yes,Illinois,0,53,No,Yes,No,Yes,Cable,No,Yes,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,84.06,4812.75,157.29,37.68,150.4,4843.54,Joined,,
CUSTJ0336,Male,74,No,Texas,2,1,No,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,76.45,6678.39,139.95,104.59,35.12,6678.15,Joined,,
CUSTJ0337,Female,23,Yes,Texas,1,12,Yes,Yes,No,No,Cable,No,Yes,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,38.49,4466.3,73.96,24.42,190.16,4606.92,Joined,,
CUSTJ0338,Female,76,Yes,New York,0,49,No,No,No,Yes,Cable,No,Yes,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card,55.23,869.21,180.62,22.18,248.45,959.22,Joined,,
CUSTJ0339,Male,78,No,Florida,2,52,No,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,No,One year,Yes,Bank transfer,71.82,2144.6,7.27,145.58,232.23,2515.14,Joined,,
CUSTJ0340,Male,57,No,Florida,2,13,No,No,No,No,Cable,No,No,Yes,Yes,No,No,Yes,No,Two year,No,Credit card,86.61,4744.88,157.37,130.95,64.61,4783.07,Joined,,
CUSTJ0341,Male,18,Yes,California,1,27,No,No,No,No,Cable,Yes,No,No,Yes,Yes,No,No,Yes,One year,No,Credit card,66.67,6917.21,143.68,26.79,267.89,7068.21,Joined,,
CUSTJ0342,Male,30,No,New York,3,1,Yes,Yes,No phone service,No,Fiber optic,Yes,No,No,No,No,No,No,Yes,One year,Yes,Credit card,29.81,2419.67,16.26,59.33,132.67,2595.41,Joined,,
CUSTJ0343,Female,77,No,Florida,4,61,No,No,Yes,Yes,Cable,Yes,No,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,64.13,3732.64,80.76,112.46,35.84,3800.18,Joined,,
CUSTJ0344,Female,33,Yes,Texas,4,70,No,No,No phone service,No,Fiber optic,Yes,No,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,118.96,2964.86,143.26,38.96,19.97,2880.53,Joined,,
CUSTJ0345,Male,53,Yes,Illinois,3,66,Yes,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,24.86,7825.69,28.98,136.46,45.14,7978.31,Joined,,
CUSTJ0346,Female,47,No,Illinois,4,31,Yes,Yes,No,No,Cable,No,Yes,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,55.83,261.17,49.2,86.16,57.64,355.77,Joined,,
CUSTJ0347,Female,50,Yes,Illinois,3,28,Yes,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,29.44,7029.11,88.2,12.51,123.56,7076.98,Joined,,
CUSTJ0348,Male,51,No,Florida,4,72,No,No,No phone service,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,89.22,8512.5,109.61,1.07,117.51,8521.47,Joined,,
CUSTJ0349,Female,44,No,Illinois,2,45,No,No,No,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,36.85,3851.76,113.32,148.93,186.81,4074.18,Joined,,
CUSTJ0350,Female,28,Yes,California,5,59,No,No,No phone service,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Two year,No,Mailed check,100.73,5366.47,55.82,142.11,217.34,5670.1,Joined,,
CUSTJ0351,Female,66,No,Illinois,3,41,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer,48.06,7657.76,130.24,147.63,180.48,7855.63,Joined,,
CUSTJ0352,Female,45,No,Florida,4,66,No,No,No phone service,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,88.95,5504.17,157.84,73.03,143.14,5562.5,Joined,,
CUSTJ0353,Male,24,No,Texas,4,72,No,No,No phone service,No,Cable,Yes,Yes,Yes,No,No,No,No,No,One year,Yes,Electronic check,35.12,2658.79,65.62,68.62,238.17,2899.96,Joined,,
CUSTJ0354,Male,19,No,New York,0,62,Yes,No,Yes,No,Cable,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.51,6135.23,82.58,69.71,233.04,6355.4,Joined,,
CUSTJ0355,Male,69,No,New York,0,4,No,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,53.59,628.09,25.05,28.92,272.79,904.75,Joined,,
CUSTJ0356,Male,30,Yes,New York,0,2,Yes,No,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card,46.18,8362.87,88.24,23.77,20.76,8319.16,Joined,,
CUSTJ0357,Male,51,No,New York,0,52,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer,56.19,3740.4,198.36,126.9,295.9,3964.84,Joined,,
CUSTJ0358,Female,67,No,California,5,2,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,Two year,No,Bank transfer,37.11,7232.42,14.18,106.63,50.05,7374.92,Joined,,
CUSTJ0359,Female,59,Yes,California,5,57,No,Yes,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,75.82,410.91,105.07,73.19,115.31,494.34,Joined,,
CUSTJ0360,Male,30,No,Illinois,3,69,No,No,No phone service,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,21.62,4986.42,84.62,75.53,87.44,5064.77,Joined,,
CUSTJ0361,Male,65,Yes,Florida,1,67,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,42.42,6119.56,88.32,145.81,23.07,6200.12,Joined,,
CUSTJ0362,Female,35,No,Texas,5,34,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,53.59,4619.68,112.96,146.35,242.85,4895.92,Joined,,
CUSTJ0363,Male,27,Yes,Texas,3,23,Yes,No,Yes,Yes,DSL,No,No,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,35.73,8906.97,53.26,149.65,80.62,9083.98,Joined,,
CUSTJ0364,Male,30,Yes,Texas,2,21,No,No,No phone service,No,Cable,No,No,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,65.52,8213.86,70.58,91.94,76.58,8311.8,Joined,,
CUSTJ0365,Female,43,No,Texas,5,56,No,Yes,No phone service,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer,21.72,6627.69,1.09,43.13,297.13,6966.86,Joined,,
CUSTJ0366,Female,20,Yes,Texas,2,67,No,Yes,No phone service,No,Cable,Yes,Yes,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,103.61,3117.22,196.84,145.58,41.72,3107.68,Joined,,
CUSTJ0367,Female,26,No,Florida,0,16,Yes,Yes,No phone service,Yes,DSL,No,Yes,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,104.49,3385.29,65.84,129.54,27.33,3476.32,Joined,,
CUSTJ0368,Male,70,Yes,Texas,4,21,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,26.59,3871.42,73.19,78.47,163.6,4040.3,Joined,,
CUSTJ0369,Female,48,No,Texas,4,33,No,Yes,No,No,Fiber optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,92.51,4058.65,54.03,26.81,240.49,4271.92,Joined,,
CUSTJ0370,Female,40,No,Texas,3,49,Yes,Yes,No,No,DSL,No,No,No,Yes,No,No,No,Yes,One year,Yes,Credit card,32.04,6416.23,101.0,39.92,252.49,6607.64,Joined,,
CUSTJ0371,Female,24,No,Florida,1,15,Yes,Yes,No phone service,No,Cable,No,No,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,32.61,1188.59,136.32,62.81,53.91,1168.99,Joined,,
